Pais;Marca;Modelo;Precio;Kilometros;Automatico/Manual;Fabricacion;Combustible;Potencia
NL;volvo;c70;13000.0;160000;Automatico;jul-11;Gas licuado (GLP);228 kW (310 CV)
A;mercedes-benz;a 200;42900.0;14600;Automatico;sep-23;Diesel;110 kW (150 CV)
D;volkswagen;polo;17990.0;18932;Automatico;nov-19;Gasolina;70 kW (95 CV)
I;jeep;wrangler;;198000;Manual;sep-08;Diesel;130 kW (177 CV)
A;mazda;cx-60;;15718;Automatico;abr-24;Electro/Gasolina;241 kW (328 CV)
I;mercedes-benz;ml 320;7980.0;199752;Automatico;mar-06;Diesel;165 kW (224 CV)
E;renault;scenic;;73811;Automatico;mar-15;Electro/Gasolina;160 kW (218 CV)
A;ford;fiesta;1000.0;178220;Manual;oct-02;Gasolina;51 kW (69 CV)
E;kia;sportage;15900.0;;Manual;sep-17;Gasolina;97 kW (132 CV)
B;opel;combo;10999.0;116000;Manual;ago-19;Diesel;74 kW (101 CV)
D;dacia;duster;30700.0;16;Manual;mar-23;Diesel;85 kW (116 CV)
I;opel;grandland;23900.0;35000;Automatico;mar-22;Diesel;96 kW (131 CV)
I;ford;c-max;4900.0;285000;Manual;ene-12;Diesel;85 kW (116 CV)
I;alfa romeo;147;29500.0;49000;Manual;jun-03;Gasolina;185 kW (252 CV)
D;bmw;116;6999.0;110990;Manual;sep-10;Gasolina;90 kW (122 CV)
D;renault;koleos;2500.0;217000;Manual;ago-08;Diesel;127 kW (173 CV)
B;opel;corsa-e;5850.0;154000;Manual;sep-16;Diesel;55 kW (75 CV)
E;toyota;rav 4;24590.0;116391;Automatico;ago-20;Electro/Gasolina;160 kW (218 CV)
E;porsche;992;248330.0;5616;Automatico;ene-21;Gasolina;478 kW (650 CV)
NL;kia;niro;34895.0;11039;Automatico;dic-22;Electro/Gasolina;134 kW (182 CV)
D;mercedes-benz;a 170;650.0;375000;Manual;sep-03;Diesel;70 kW (95 CV)
I;ford;ka/ka+;6899.0;75000;Manual;mar-15;Gasolina;51 kW (69 CV)
I;jeep;renegade;;94500;Automatico;dic-21;Electro/Gasolina;96 kW (131 CV)
D;audi;a5;51888.0;10;Automatico;nov-24;Gasolina;110 kW (150 CV)
NL;ford;focus;12500.0;117119;Manual;jun-19;Gasolina;74 kW (101 CV)
NL;hyundai;tucson;34950.0;58334;Automatico;ene-21;Electro/Gasolina;169 kW (230 CV)
B;toyota;corolla;24900.0;86000;Automatico;dic-21;Electro/Gasolina;72 kW (98 CV)
B;peugeot;206;1500.0;234532;Manual;abr-02;Gasolina;80 kW (109 CV)
I;fiat;grande punto;6000.0;48000;Manual;abr-09;Gasolina;48 kW (65 CV)
NL;ford;focus;18899.0;24963;Manual;dic-21;Gasolina;92 kW (125 CV)
I;nissan;micra;10900.0;52575;Manual;feb-20;Gasolina;74 kW (101 CV)
F;mercedes-benz;c 63 amg;67990.0;28000;Automatico;dic-17;Gasolina;350 kW (476 CV)
B;mercedes-benz;x 250;34500.0;79500;Automatico;mar-18;Diesel;140 kW (190 CV)
NL;tesla;model 3;16900.0;153862;Automatico;nov-19;Electrico;175 kW (238 CV)
I;dacia;sandero;11500.0;;Manual;abr-21;Gas licuado (GLP);74 kW (101 CV)
B;bmw;z4;57336.0;0;Automatico;0;Gasolina;120 kW (163 CV)
I;renault;trafic;19000.0;129000;Manual;jun-18;Diesel;92 kW (125 CV)
F;aston martin;vantage;119990.0;48471;Manual;may-13;Gasolina;380 kW (517 CV)
A;kia;sportage;31900.0;10;Manual;sep-24;Gasolina;117 kW (159 CV)
E;kia;niro;;15;Automatico;sep-23;Electro/Gasolina;135 kW (184 CV)
I;cupra;formentor;31000.0;18000;Semiautomatico;sep-23;Electro/Gasolina;110 kW (150 CV)
NL;audi;q7;18950.0;385000;Automatico;nov-09;Diesel;368 kW (500 CV)
NL;honda;jazz;750.0;150000;Manual;feb-06;Gasolina;57 kW (77 CV)
NL;volkswagen;scirocco;6950.0;240392;Automatico;abr-09;Gasolina;118 kW (160 CV)
D;hyundai;i10;6900.0;65000;Manual;sep-15;Gasolina;64 kW (87 CV)
A;bmw;x6;12990.0;330000;Automatico;jul-08;Diesel;210 kW (286 CV)
D;mazda;cx-30;23980.0;;Automatico;sep-20;Gasolina;132 kW (179 CV)
NL;seat;mii;5699.0;138000;Manual;nov-12;Gasolina;55 kW (75 CV)
NL;kia;picanto;6999.0;53639;Manual;jul-14;Gasolina;51 kW (69 CV)
A;honda;e;18900.0;45574;Automatico;jul-20;Electrico;113 kW (154 CV)
A;volkswagen;tiguan;18490.0;error;Manual;abr-19;Diesel;85 kW (116 CV)
I;audi;a3;25900.0;55700;Automatico;jun-21;Gasolina;110 kW (150 CV)
D;toyota;hilux;45980.0;24422;Manual;oct-23;Diesel;150 kW (204 CV)
B;peugeot;2008;;58000;Manual;may-20;Diesel;88 kW (120 CV)
B;porsche;macan;32900.0;193000;Automatico;jul-18;Gasolina;185 kW (252 CV)
A;hyundai;kona;31990.0;4500;Automatico;dic-23;Electro/Gasolina;104 kW (141 CV)
A;mini;cooper s countryman;24390.0;85145;Manual;jun-20;Gasolina;141 kW (192 CV)
B;ford;focus;5450.0;185994;Manual;mar-14;Diesel;85 kW (116 CV)
NL;skoda;fabia;1950.0;270519;Manual;abr-07;Gas licuado (GLP);59 kW (80 CV)
I;audi;a4 allroad;9900.0;177000;Manual;oct-12;Diesel;130 kW (177 CV)
NL;mini;cooper clubman;22950.0;57809;Automatico;sep-20;Gasolina;75 kW (102 CV)
D;mazda;cx-5;11900.0;140000;Automatico;abr-14;Diesel;110 kW (150 CV)
D;fiat;500;15490.0;54000;Automatico;jun-20;Gasolina;51 kW (69 CV)
E;mg;ehs;17990.0;80830;Automatico;abr-22;Electro/Gasolina;190 kW (258 CV)
B;audi;rs6;96500.0;67352;Automatico;feb-22;Gasolina;441 kW (600 CV)
NL;porsche;taycan;109900.0;34499;Automatico;ene-23;Electrico;441 kW (600 CV)
D;volkswagen;golf cabriolet;2500.0;265000;Manual;ago-94;Gasolina;55 kW (75 CV)
D;ferrari;488;229488.0;23120;Semiautomatico;mar-18;Gasolina;493 kW (670 CV)
B;mini;cooper d;16000.0;111000;Manual;abr-18;Diesel;85 kW (116 CV)
I;ford;fiesta;1400.0;114000;Manual;ene-06;Diesel;50 kW (68 CV)
D;bmw;x1;12699.0;122000;Manual;abr-13;Gasolina;110 kW (150 CV)
I;peugeot;508;16200.0;100905;Automatico;jul-19;Diesel;96 kW (131 CV)
I;chevrolet;spark;;116500;Manual;dic-12;Gasolina;50 kW (68 CV)
D;citroen;berlingo;16990.0;;Manual;sep-20;Diesel;75 kW (102 CV)
I;maserati;coupe;29999.0;87000;Semiautomatico;jul-04;Gasolina;287 kW (390 CV)
D;volkswagen;golf;2890.0;169000;Manual;dic-02;Gasolina;55 kW (75 CV)
D;renault;captur;30490.0;10;Automatico;jun-24;Electro/Gasolina;105 kW (143 CV)
D;volkswagen;golf;400.0;300000;Manual;dic-00;Gasolina;77 kW (105 CV)
I;renault;clio;7999.0;;Manual;feb-14;Gasolina;54 kW (73 CV)
NL;mini;cooper s;19995.0;42950;Automatico;ago-21;Electrico;136 kW (185 CV)
E;volkswagen;taigo;27400.0;100;Automatico;nov-24;Gasolina;85 kW (116 CV)
B;porsche;996;36500.0;226500;Manual;jul-00;Gasolina;221 kW (300 CV)
A;mercedes-benz;clk 230;15000.0;48500;Manual;abr-00;Gasolina;142 kW (193 CV)
I;seat;ateca;28900.0;15437;Automatico;may-23;Gasolina;110 kW (150 CV)
D;skoda;octavia;15880.0;60950;Automatico;dic-12;Diesel;103 kW (140 CV)
F;audi;rs q3;80990.0;12000;Automatico;oct-22;Gasolina;294 kW (400 CV)
D;aixam;;12880.0;5;Automatico;0;Electrico;6 kW (8 CV)
E;alfa romeo;mito;4590.0;212600;Manual;jun-09;Diesel;66 kW (90 CV)
D;volkswagen;golf gte;;29997;Automatico;jul-21;Electro/Gasolina;110 kW (150 CV)
D;jeep;wrangler;64399.0;5;Automatico;ago-24;Gasolina;200 kW (272 CV)
B;audi;tt;5500.0;;Manual;sep-09;Gasolina;147 kW (200 CV)
NL;peugeot;308;2000.0;168000;Manual;oct-08;Gasolina;88 kW (120 CV)
D;hyundai;ix20;6700.0;100000;Manual;oct-12;Gasolina;66 kW (90 CV)
NL;volvo;xc60;62900.0;5954;Automatico;nov-23;Electro/Gasolina;293 kW (398 CV)
B;citroen;c3;4900.0;68000;Manual;ene-14;Gasolina;60 kW (82 CV)
I;ford;focus;1200.0;196000;Manual;ene-06;Diesel;80 kW (109 CV)
L;audi;a1;28890.0;4400;Automatico;ago-24;Gasolina;85 kW (116 CV)
I;kia;sportage;16500.0;98000;Semiautomatico;may-18;Diesel;104 kW (141 CV)
NL;fiat;ducato;11979.0;289266;Manual;ago-19;Diesel;96 kW (131 CV)
NL;seat;tarraco;35800.0;58205;Automatico;jun-21;Electro/Gasolina;180 kW (245 CV)
D;mini;cooper se;33390.0;0;Automatico;0;Electrico;135 kW (184 CV)
D;opel;zafira tourer;9800.0;99700;Manual;may-16;Gasolina;103 kW (140 CV)
I;suzuki;sx4 s-cross;23000.0;31000;Manual;may-23;Electro/Gasolina;95 kW (129 CV)
D;skoda;fabia;6700.0;74615;Manual;abr-15;Gasolina;44 kW (60 CV)
F;alfa romeo;giulietta;15900.0;96352;0 Transmision;jun-18;Gasolina;126 kW (171 CV)
D;mercedes-benz;b 200;2499.0;197836;Manual;jun-07;Gasolina;100 kW (136 CV)
D;citroen;berlingo;17000.0;99638;Manual;dic-18;Diesel;96 kW (131 CV)
I;peugeot;partner;6800.0;182000;Manual;jun-12;Diesel;82 kW (111 CV)
E;kia;carens;9499.0;189549;Manual;jul-14;Gasolina;99 kW (135 CV)
I;lexus;es 300;29900.0;60000;Automatico;feb-21;Electro/Gasolina;131 kW (178 CV)
NL;bmw;320;15000.0;error;Automatico;feb-15;Gasolina;135 kW (184 CV)
B;bmw;z4;47900.0;;Automatico;jun-24;Gasolina;145 kW (197 CV)
I;lancia;thema;9900.0;159000;Automatico;jun-11;Diesel;140 kW (190 CV)
D;hyundai;sonata;3000.0;200000;Automatico;nov-12;Electro/Gasolina;132 kW (179 CV)
I;volkswagen;tiguan;5300.0;292153;Automatico;jun-08;Diesel;103 kW (140 CV)
I;maserati;granturismo;207000.0;;Automatico;jun-23;Gasolina;404 kW (549 CV)
B;volvo;v60;42999.0;31446;Automatico;abr-23;Electro/Gasolina;186 kW (253 CV)
B;opel;adam;9990.0;69756;Manual;feb-17;Gasolina;51 kW (69 CV)
A;audi;a6;22990.0;172600;Automatico;ago-15;Diesel;140 kW (190 CV)
NL;renault;clio;6499.0;197025;Manual;jul-17;Diesel;66 kW (90 CV)
D;alfa romeo;giulia;31900.0;121812;Automatico;jun-21;Diesel;154 kW (209 CV)
NL;mercedes-benz;sprinter;12040.0;124495;Automatico;sep-07;Diesel;110 kW (150 CV)
E;fiat;500;9990.0;29575;Manual;jun-21;Electro/Gasolina;52 kW (71 CV)
D;renault;modus;1799.0;256567;Manual;sep-11;Gasolina;55 kW (75 CV)
F;audi;a3;43250.0;12500;Automatico;jun-24;Diesel;110 kW (150 CV)
I;jeep;renegade;14000.0;109000;Manual;jun-17;Diesel;88 kW (120 CV)
D;toyota;yaris;16490.0;30875;Manual;jun-21;Gasolina;92 kW (125 CV)
D;smart;fortwo;14370.0;35287;Automatico;nov-19;Gasolina;66 kW (90 CV)
E;toyota;proace;28500.0;2000;Manual;abr-24;Diesel;107 kW (145 CV)
B;opel;zafira tourer;7150.0;109000;Manual;mar-12;Gasolina;88 kW (120 CV)
E;volvo;xc60;10950.0;252500;Automatico;jun-10;Diesel;129 kW (175 CV)
A;mazda;mx-30;29999.0;4845;Manual;jun-24;Gasolina;55 kW (75 CV)
D;fiat;ducato;71000.0;200;Automatico;nov-24;Diesel;103 kW (140 CV)
B;volkswagen;polo;20990.0;1;Manual;abr-24;Gasolina;70 kW (95 CV)
I;audi;a1;25800.0;16159;Manual;sep-23;Gasolina;70 kW (95 CV)
D;skoda;kamiq;22990.0;23000;Manual;sep-23;Gasolina;110 kW (150 CV)
E;kia;sorento;6490.0;270000;Manual;jun-07;Diesel;125 kW (170 CV)
NL;mini;john cooper works;20950.0;37349;Manual;may-19;Gasolina;100 kW (136 CV)
A;audi;a6;44990.0;77456;Automatico;dic-19;Diesel;210 kW (286 CV)
F;porsche;cayenne;68900.0;79900;Automatico;ago-18;Gasolina;324 kW (441 CV)
D;suzuki;splash;2450.0;97782;Manual;oct-08;Gasolina;63 kW (86 CV)
A;puch;pinzgauer;41900.0;50;Manual;abr-95;Diesel;85 kW (116 CV)
NL;audi;q3;16750.0;119995;Automatico;feb-13;Gasolina;125 kW (170 CV)
NL;mazda;2;23995.0;1;Manual;nov-24;Electro/Gasolina;66 kW (90 CV)
D;toyota;proace;8400.0;128000;Manual;jul-14;Diesel;94 kW (128 CV)
D;mini;one;11500.0;59000;Manual;mar-16;Gasolina;75 kW (102 CV)
D;isuzu;d-max;49300.0;0;Automatico;0;Diesel;120 kW (163 CV)
D;seat;leon;5990.0;25000;Manual;nov-01;Gasolina;92 kW (125 CV)
NL;mitsubishi;space star;10250.0;56320;Manual;jun-21;Gasolina;52 kW (71 CV)
D;mercedes-benz;e 200;80861.0;30;Automatico;ago-24;Gasolina;150 kW (204 CV)
D;jeep;grand cherokee;5990.0;281000;Automatico;sep-12;Diesel;177 kW (241 CV)
B;volkswagen;id.5;49990.0;10;0 Transmision;0;Electrico;150 kW (204 CV)
I;jaguar;f-pace;25990.0;82000;Automatico;feb-17;Diesel;132 kW (179 CV)
NL;volkswagen;arteon;44850.0;20755;Automatico;oct-23;Diesel;147 kW (200 CV)
NL;opel;astra;10945.0;119878;Manual;oct-18;Gasolina;77 kW (105 CV)
NL;citroen;c5 aircross;20945.0;109342;Automatico;oct-19;Gasolina;133 kW (181 CV)
NL;opel;astra;1849.0;232221;Manual;ago-08;Gasolina;85 kW (116 CV)
NL;seat;leon;7950.0;226078;Manual;mar-14;Gasolina;90 kW (122 CV)
NL;nissan;qashqai;32835.0;20901;Automatico;ene-24;Electro/Gasolina;116 kW (158 CV)
A;audi;a6;37500.0;115000;Automatico;nov-19;Diesel;170 kW (231 CV)
D;mg;;24900.0;162328;0 Transmision;jun-69;Gasolina;66 kW (90 CV)
B;opel;astra;8000.0;150000;Manual;feb-14;Gasolina;103 kW (140 CV)
E;peugeot;508;39900.0;0;Automatico;0;Electrico;165 kW (224 CV)
I;audi;q3;35900.0;34975;Automatico;mar-22;Diesel;110 kW (150 CV)
NL;porsche;992;137370.0;27900;Manual;nov-21;Gasolina;332 kW (451 CV)
F;opel;corsa;14900.0;6401;Manual;jun-23;Gasolina;74 kW (101 CV)
A;kia;proceed / pro_cee'd;31000.0;;Automatico;ene-22;Gasolina;150 kW (204 CV)
D;mini;cooper;6800.0;error;Manual;sep-13;Gasolina;90 kW (122 CV)
D;bmw;320;7300.0;158000;Manual;may-10;Gasolina;125 kW (170 CV)
F;seat;arona;23990.0;12645;Manual;jun-24;Gasolina;85 kW (116 CV)
A;porsche;panamera;62900.0;140000;Automatico;jul-18;Electro/Gasolina;340 kW (462 CV)
NL;porsche;boxster;28945.0;98329;Automatico;jun-05;Gasolina;176 kW (239 CV)
D;ford;focus;2730.0;192000;Manual;jul-09;Gasolina;74 kW (101 CV)
A;volkswagen;golf;39900.0;138000;Automatico;abr-08;Gasolina;450 kW (612 CV)
I;mazda;cx-30;17900.0;31500;Manual;jul-21;Electro/Gasolina;110 kW (150 CV)
B;audi;q3;32990.0;51566;Automatico;abr-22;Gasolina;110 kW (150 CV)
A;audi;a6;22500.0;174000;Automatico;jun-18;Diesel;140 kW (190 CV)
D;audi;a6;23990.0;197000;Automatico;nov-15;Diesel;235 kW (320 CV)
D;alfa romeo;spider;22750.0;39000;Manual;sep-09;Gasolina;136 kW (185 CV)
A;hyundai;i30;25276.0;50;Manual;feb-24;Gasolina;117 kW (159 CV)
NL;hyundai;i10;11400.0;78216;Manual;mar-20;Gasolina;49 kW (67 CV)
E;ford;puma;;;Manual;feb-24;Otros;92 kW (125 CV)
B;mini;one;5900.0;168000;Manual;jun-13;Gasolina;55 kW (75 CV)
E;land rover;range rover evoque;35900.0;111943;Automatico;oct-16;Diesel;132 kW (179 CV)
D;toyota;rav 4;31500.0;31000;Automatico;feb-22;Electro/Gasolina;131 kW (178 CV)
I;lancia;ypsilon;15790.0;8693;Manual;ene-24;Electro/Gasolina;51 kW (69 CV)
I;opel;meriva;4500.0;188000;Manual;jun-13;Gas licuado (GLP);88 kW (120 CV)
A;ford;focus;15900.0;76170;Automatico;may-19;Gasolina;92 kW (125 CV)
E;seat;leon;3490.0;212000;Manual;ene-08;Diesel;77 kW (105 CV)
I;bmw;x5;5700.0;199999;Automatico;oct-01;Diesel;0 kW (0 CV)
D;opel;corsa;;3000;Automatico;jun-24;Gasolina;74 kW (101 CV)
I;alfa romeo;giulietta;12200.0;92000;Semiautomatico;feb-20;Diesel;88 kW (120 CV)
I;fiat;panda;;231035;Manual;may-90;Gasolina;37 kW (50 CV)
D;skoda;superb;22900.0;108000;Automatico;may-17;Diesel;140 kW (190 CV)
I;lincoln;continental;17500.0;45780;Automatico;sep-72;Gasolina;165 kW (224 CV)
D;abarth;595 competizione;14990.0;85700;Automatico;sep-15;Gasolina;132 kW (179 CV)
A;opel;combo;500.0;87000;Manual;jul-07;Gasolina;66 kW (90 CV)
B;hyundai;i10;6999.0;99293;Manual;oct-17;Gasolina;49 kW (67 CV)
NL;land rover;range rover sport;30999.0;159342;Automatico;jun-15;Diesel;225 kW (306 CV)
NL;dacia;duster;22950.0;43371;Manual;jul-22;Gasolina;96 kW (131 CV)
NL;iveco;daily;35574.0;57360;Automatico;jun-22;Diesel;118 kW (160 CV)
NL;ford;fiesta;23500.0;22965;Automatico;ago-22;Electro/Gasolina;92 kW (125 CV)
NL;toyota;aygo x;16900.0;20637;Manual;jun-23;Gasolina;53 kW (72 CV)
I;honda;cr-v;10500.0;151111;Manual;nov-14;Diesel;88 kW (120 CV)
NL;suzuki;s-cross;18395.0;59365;Manual;mar-19;Gasolina;0 kW (0 CV)
B;ford;transit custom;32850.0;180;Manual;oct-24;Diesel;100 kW (136 CV)
A;porsche;cayenne;22490.0;188943;Automatico;abr-11;Diesel;176 kW (239 CV)
F;renault;captur;13450.0;65668;Manual;may-19;Gasolina;66 kW (90 CV)
D;opel;insignia;6600.0;199010;Manual;feb-16;Diesel;125 kW (170 CV)
NL;maserati;spyder;32500.0;38392;Manual;jul-89;Gasolina;165 kW (224 CV)
D;audi;rs6;21990.0;;Automatico;abr-03;Gasolina;331 kW (450 CV)
D;bmw;420;17490.0;132461;Automatico;mar-17;Diesel;140 kW (190 CV)
D;audi;rs6;149990.0;0;Automatico;0;Gasolina;463 kW (630 CV)
E;nissan;qashqai;;;Automatico;0;Electro/Gasolina;140 kW (190 CV)
D;volkswagen;golf;999.0;181300;Manual;sep-01;Gasolina;55 kW (75 CV)
NL;volvo;xc40;26745.0;105970;Automatico;ene-21;Gasolina;96 kW (131 CV)
D;bmw;118;5000.0;209000;Manual;jul-12;Gasolina;125 kW (170 CV)
NL;porsche;cayenne;36900.0;115339;Automatico;abr-13;Gasolina;310 kW (421 CV)
B;audi;q3;35000.0;90637;Automatico;oct-20;Diesel;110 kW (150 CV)
F;volkswagen;t-cross;;33417;Automatico;ene-21;Gasolina;82 kW (111 CV)
F;citroen;berlingo;12490.0;138085;Manual;may-18;Diesel;74 kW (101 CV)
NL;fiat;500;12995.0;60359;Manual;sep-21;Electro/Gasolina;51 kW (69 CV)
B;volkswagen;sharan;2150.0;340111;Manual;nov-06;Diesel;100 kW (136 CV)
NL;volkswagen;golf variant;12800.0;;Manual;jun-16;Gasolina;81 kW (110 CV)
E;dr automobiles;dr1.0;;93647;Manual;sep-22;Gasolina;85 kW (116 CV)
A;fiat;500c;12880.0;66650;Manual;oct-19;Gasolina;51 kW (69 CV)
B;bmw;118;15900.0;82000;Automatico;may-19;Gasolina;100 kW (136 CV)
I;ford;mustang;26000.0;120000;Automatico;mar-15;Gasolina;180 kW (245 CV)
F;dodge;viper;270500.0;1691;Manual;abr-17;Gasolina;478 kW (650 CV)
B;opel;corsa;8999.0;90000;Manual;jun-19;Gasolina;66 kW (90 CV)
NL;peugeot;206;4500.0;151962;Manual;abr-10;Gasolina;55 kW (75 CV)
I;mg;marvel r;44650.0;50;Automatico;mar-24;Electrico;65 kW (88 CV)
NL;hyundai;i20;23260.0;10;Manual;ene-24;Electro/Gasolina;0 kW (0 CV)
F;volkswagen;id.4;49702.0;10;Automatico;0;Electrico;210 kW (286 CV)
D;iveco;;4990.0;112000;Automatico;ago-11;Diesel;78 kW (106 CV)
I;nissan;micra;3900.0;190000;Manual;feb-07;Gasolina;81 kW (110 CV)
E;mg;hs;22636.0;14762;Automatico;mar-24;Gasolina;119 kW (162 CV)
NL;mazda;cx-5;;121656;Manual;jun-14;Gasolina;121 kW (165 CV)
I;fiat;punto evo;3200.0;208000;Manual;abr-10;Diesel;70 kW (95 CV)
D;mazda;cx-5;28990.0;46650;Automatico;abr-21;Gasolina;143 kW (194 CV)
D;ford;kuga;19900.0;49500;Automatico;mar-19;Gasolina;129 kW (175 CV)
I;giotti victoria;gladiator;24326.0;10;Manual;0;Gasolina;74 kW (101 CV)
I;maserati;;210000.0;2500;Manual;feb-68;Gasolina;150 kW (204 CV)
E;nissan;qashqai;22400.0;20675;Manual;oct-23;Gasolina;103 kW (140 CV)
D;mazda;cx-30;31985.0;0;Automatico;0;Gasolina;137 kW (186 CV)
I;mercedes-benz;c 220;1900.0;355000;Manual;mar-04;Diesel;105 kW (143 CV)
I;fiat;panda;3200.0;329477;Manual;jun-86;Gasolina;37 kW (50 CV)
I;isuzu;;33800.0;0;Manual;0;Diesel;90 kW (122 CV)
D;toyota;yaris cross;34490.0;1000;Automatico;oct-24;Electro/Gasolina;96 kW (131 CV)
A;mercedes-benz;c 180;23990.0;125503;Automatico;ago-19;Diesel;90 kW (122 CV)
NL;skoda;enyaq;54940.0;10;Automatico;sep-23;Electrico;0 kW (0 CV)
A;abarth;595;12900.0;58947;Manual;nov-15;Gasolina;103 kW (140 CV)
A;renault;trafic;43900.0;15900;Manual;oct-23;Diesel;125 kW (170 CV)
NL;ds automobiles;ds 3;16940.0;37196;Automatico;ago-19;Gasolina;81 kW (110 CV)
E;hyundai;kona;;11200;Manual;jun-23;Gasolina;88 kW (120 CV)
E;volkswagen;touran;43303.0;0;Manual;0;Gasolina;110 kW (150 CV)
NL;land rover;range rover;132900.0;;Automatico;ene-23;Electro/Gasolina;338 kW (460 CV)
D;mini;cooper clubman;7980.0;88000;Manual;nov-08;Gasolina;88 kW (120 CV)
NL;fiat;seicento;950.0;141143;Manual;abr-05;Gasolina;40 kW (54 CV)
I;seat;leon;4300.0;160000;0 Transmision;may-10;Gas licuado (GLP);64 kW (87 CV)
E;kia;rio;13500.0;80000;Manual;oct-18;Gasolina;74 kW (101 CV)
I;land rover;range rover velar;34990.0;145421;Automatico;mar-21;Electro/Diesel;221 kW (300 CV)
I;renault;captur;27900.0;10;Automatico;abr-24;Electro/Gasolina;105 kW (143 CV)
D;skoda;karoq;25390.0;33055;Automatico;nov-20;Gasolina;110 kW (150 CV)
B;peugeot;208;5990.0;error;Manual;abr-13;Gasolina;60 kW (82 CV)
A;bmw;x5;32300.0;198960;Automatico;abr-17;Diesel;230 kW (313 CV)
NL;bmw;125;26950.0;44351;Automatico;jul-09;Gasolina;160 kW (218 CV)
NL;volkswagen;scirocco;6950.0;177000;Manual;jun-09;Gasolina;118 kW (160 CV)
D;opel;astra;4800.0;127000;Manual;abr-09;Gasolina;85 kW (116 CV)
B;mercedes-benz;e 220;26900.0;;Automatico;may-17;Diesel;143 kW (194 CV)
NL;ford;focus;3299.0;180052;Manual;abr-11;Gasolina;74 kW (101 CV)
D;ssangyong;korando;33750.0;10;Automatico;0;Gasolina;120 kW (163 CV)
B;nissan;leaf;3925.0;123000;0 Transmision;nov-11;Otros;79 kW (107 CV)
F;ford;;35990.0;;Manual;ene-12;Gasolina;316 kW (430 CV)
I;ssangyong;tivoli;6400.0;173364;Manual;mar-16;Diesel;85 kW (116 CV)
I;volkswagen;new beetle;3800.0;165000;Manual;may-99;Diesel;85 kW (116 CV)
I;volkswagen;taigo;21830.0;28012;Automatico;jun-23;Gasolina;81 kW (110 CV)
I;volkswagen;taigo;28600.0;10;Automatico;jun-24;Gasolina;110 kW (150 CV)
B;mercedes-benz;e 220;28000.0;33000;Automatico;ene-16;Diesel;120 kW (163 CV)
D;volkswagen;golf;6950.0;134000;Manual;oct-04;Diesel;77 kW (105 CV)
B;mercedes-benz;sprinter;5500.0;329000;Manual;sep-08;Diesel;65 kW (88 CV)
I;alfa romeo;tonale;32400.0;2000;Semiautomatico;abr-24;Diesel;96 kW (131 CV)
A;nissan;qashqai;19990.0;72702;Automatico;mar-20;Gasolina;117 kW (159 CV)
I;opel;astra;5990.0;153200;Manual;mar-12;Diesel;92 kW (125 CV)
F;toyota;proace city;23990.0;10;Manual;sep-24;Diesel;0 kW (0 CV)
E;toyota;land cruiser;87952.0;500;Automatico;dic-24;Diesel;152 kW (207 CV)
D;audi;a5;9999.0;66900;Manual;mar-09;Gasolina;132 kW (179 CV)
D;cupra;formentor;26900.0;9951;Automatico;oct-22;Electro/Gasolina;110 kW (150 CV)
NL;bmw;116;12895.0;101188;Manual;ene-16;Gasolina;80 kW (109 CV)
NL;skoda;octavia;5500.0;226127;Manual;nov-10;Gasolina;77 kW (105 CV)
D;bmw;428;16900.0;203130;Automatico;nov-15;Gasolina;180 kW (245 CV)
D;bmw;120;39490.0;0;Automatico;0;Gasolina;125 kW (170 CV)
F;mercedes-benz;slk 200;6950.0;195000;Manual;mar-06;Gasolina;120 kW (163 CV)
F;audi;a6;11990.0;218200;Automatico;mar-12;Diesel;130 kW (177 CV)
I;skoda;karoq;35900.0;1000;Automatico;oct-24;Diesel;110 kW (150 CV)
D;citroen;berlingo;;183661;Manual;nov-14;Diesel;66 kW (90 CV)
A;opel;crossland;22490.0;258;Automatico;ene-23;Gasolina;96 kW (131 CV)
A;kia;sportage;32990.0;10;Manual;sep-24;Gasolina;118 kW (160 CV)
I;audi;a4;22490.0;;Automatico;may-19;Diesel;110 kW (150 CV)
I;audi;q7;31800.0;139500;Automatico;jun-17;Diesel;200 kW (272 CV)
NL;volvo;xc60;34900.0;149470;Automatico;nov-18;Electro/Gasolina;299 kW (407 CV)
I;citroen;grand c4 picasso;11000.0;140000;Automatico;jun-17;Diesel;88 kW (120 CV)
D;porsche;964;69964.0;175000;Manual;nov-90;Gasolina;184 kW (250 CV)
B;mercedes-benz;glc 300;49950.0;54000;Automatico;feb-22;Electro/Diesel;143 kW (194 CV)
B;jaguar;xjs;43599.0;76422;Automatico;sep-93;Gasolina;222 kW (302 CV)
I;mercedes-benz;b 200;6500.0;;Manual;ene-12;Diesel;100 kW (136 CV)
I;volkswagen;new beetle;;140000;Manual;abr-08;Gasolina;55 kW (75 CV)
E;renault;clio;8750.0;100000;Manual;jul-16;Gasolina;55 kW (75 CV)
I;toyota;yaris;14900.0;46560;Automatico;jun-21;Electro/Gasolina;74 kW (101 CV)
I;dodge;ram;99500.0;0;Automatico;0;Gasolina;397 kW (540 CV)
F;ford;capri;53999.0;;Automatico;oct-24;Electrico;0 kW (0 CV)
F;peugeot;partner;9990.0;149900;Manual;dic-11;Diesel;69 kW (94 CV)
A;audi;q3;27900.0;59000;Automatico;nov-19;Diesel;110 kW (150 CV)
I;opel;mokka x;;86980;Manual;oct-17;Diesel;100 kW (136 CV)
